LAPS,TIME,GAP,INT.,KPH,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE,QUALI TYPE
11,1:28.564,0.183,0.183,189.219,2.0,21,R. Shwartzman,PREMA Racing,Barcelona,Qualifying Session,17:24:08,Round 6 ,2020-08-16,Unique
7,1:28.601,0.220,0.037,189.14,3.0,3,G. Zhou,UNI-Virtuosi,Barcelona,Qualifying Session,17:30:43,Round 6 ,2020-08-16,Unique
12,1:28.767,0.386,0.166,188.786,4.0,15,F. Drugovich,MP Motorsport,Barcelona,Qualifying Session,17:23:40,Round 6 ,2020-08-16,Unique
12,1:28.889,0.508,0.122,188.527,5.0,20,M. Schumacher,PREMA Racing,Barcelona,Qualifying Session,17:09:48,Round 6 ,2020-08-16,Unique
11,1:28.903,0.522,0.014,188.497,6.0,7,Y. Tsunoda,Carlin,Barcelona,Qualifying Session,17:09:37,Round 6 ,2020-08-16,Unique
12,1:28.979,0.598,0.076,188.336,7.0,9,J. Aitken,Campos Racing,Barcelona,Qualifying Session,17:06:39,Round 6 ,2020-08-16,Unique
12,1:28.986,0.605,0.007,188.321,8.0,2,D. Ticktum,DAMS,Barcelona,Qualifying Session,17:24:12,Round 6 ,2020-08-16,Unique
11,1:29.033,0.652,0.047,188.222,9.0,24,N. Mazepin,Hitech Grand Prix,Barcelona,Qualifying Session,17:24:36,Round 6 ,2020-08-16,Unique
11,1:29.199,0.818,0.166,187.872,10.0,11,L. Delétraz,Charouz Racing System,Barcelona,Qualifying Session,17:23:32,Round 6 ,2020-08-16,Unique
10,1:29.297,0.916,0.098,187.665,11.0,16,A. Markelov,BWT HWA RACELAB,Barcelona,Qualifying Session,17:19:44,Round 6 ,2020-08-16,Unique
11,1:29.308,0.927,0.011,187.642,12.0,8,J. Daruvala,Carlin,Barcelona,Qualifying Session,17:09:40,Round 6 ,2020-08-16,Unique
11,1:29.316,0.935,0.008,187.625,13.0,1,S. Gelael,DAMS,Barcelona,Qualifying Session,17:23:53,Round 6 ,2020-08-16,Unique
12,1:29.333,0.952,0.017,187.59,14.0,6,C. Lundgaard,ART Grand Prix,Barcelona,Qualifying Session,17:09:04,Round 6 ,2020-08-16,Unique
13,1:29.469,1.088,0.136,187.305,15.0,22,R. Nissany,Trident,Barcelona,Qualifying Session,17:05:33,Round 6 ,2020-08-16,Unique
11,1:29.493,1.112,0.024,187.254,16.0,23,M. Sato,Trident,Barcelona,Qualifying Session,17:24:41,Round 6 ,2020-08-16,Unique
12,1:29.524,1.143,0.031,187.19,17.0,12,P. Piquet,Charouz Racing System,Barcelona,Qualifying Session,17:23:36,Round 6 ,2020-08-16,Unique
11,1:29.641,1.260,0.117,186.945,18.0,14,N. Matsushita,MP Motorsport,Barcelona,Qualifying Session,17:09:24,Round 6 ,2020-08-16,Unique
11,1:29.686,1.305,0.045,186.851,19.0,5,M. Armstrong,ART Grand Prix,Barcelona,Qualifying Session,17:27:44,Round 6 ,2020-08-16,Unique
10,1:29.690,1.309,0.004,186.843,20.0,25,L. Ghiotto,Hitech Grand Prix,Barcelona,Qualifying Session,17:28:17,Round 6 ,2020-08-16,Unique
12,1:29.748,1.367,0.058,186.722,21.0,17,G. Alesi,BWT HWA RACELAB,Barcelona,Qualifying Session,17:24:28,Round 6 ,2020-08-16,Unique
11,1:30.093,1.712,0.345,186.007,22.0,10,G. Samaia,Campos Racing,Barcelona,Qualifying Session,17:06:32,Round 6 ,2020-08-16,Unique
15,1:14.416,-,-,208.89,1.0,3,G. Zhou,UNI-Virtuosi,Spielberg,Qualifying Session,17:32:17,Round 1 ,2020-07-05,Unique
15,1:14.880,0.464,0.464,207.596,2.0,15,F. Drugovich,MP Motorsport,Spielberg,Qualifying Session,17:33:04,Round 1 ,2020-07-05,Unique
15,1:14.884,0.468,0.004,207.585,3.0,4,C. Ilott,UNI-Virtuosi,Spielberg,Qualifying Session,17:33:06,Round 1 ,2020-07-05,Unique
16,1:14.922,0.506,0.038,207.479,4.0,6,C. Lundgaard,ART Grand Prix,Spielberg,Qualifying Session,17:30:55,Round 1 ,2020-07-05,Unique
15,1:14.952,0.536,0.030,207.396,5.0,20,M. Schumacher,PREMA Racing,Spielberg,Qualifying Session,17:33:20,Round 1 ,2020-07-05,Unique
14,1:15.028,0.612,0.076,207.186,6.0,8,J. Daruvala,Carlin,Spielberg,Qualifying Session,17:09:02,Round 1 ,2020-07-05,Unique
14,1:15.044,0.628,0.016,207.142,7.0,25,L. Ghiotto,Hitech Grand Prix,Spielberg,Qualifying Session,17:32:28,Round 1 ,2020-07-05,Unique
14,1:15.051,0.635,0.007,207.123,8.0,21,R. Shwartzman,PREMA Racing,Spielberg,Qualifying Session,17:32:19,Round 1 ,2020-07-05,Unique
16,1:15.128,0.712,0.077,206.91,9.0,2,D. Ticktum,DAMS,Spielberg,Qualifying Session,17:32:39,Round 1 ,2020-07-05,Unique
16,1:15.151,0.735,0.023,206.847,10.0,11,L. Delétraz,Charouz Racing System,Spielberg,Qualifying Session,17:11:34,Round 1 ,2020-07-05,Unique
15,1:15.152,0.736,0.001,206.844,11.0,24,N. Mazepin,Hitech Grand Prix,Spielberg,Qualifying Session,17:30:50,Round 1 ,2020-07-05,Unique
15,1:15.157,0.741,0.005,206.831,12.0,7,Y. Tsunoda,Carlin,Spielberg,Qualifying Session,17:32:34,Round 1 ,2020-07-05,Unique
15,1:15.208,0.792,0.051,206.69,13.0,5,M. Armstrong,ART Grand Prix,Spielberg,Qualifying Session,17:10:52,Round 1 ,2020-07-05,Unique
16,1:15.264,0.848,0.056,206.536,14.0,9,J. Aitken,Campos Racing,Spielberg,Qualifying Session,17:32:49,Round 1 ,2020-07-05,Unique
15,1:15.376,0.960,0.112,206.23,15.0,12,P. Piquet,Charouz Racing System,Spielberg,Qualifying Session,17:09:08,Round 1 ,2020-07-05,Unique
15,1:15.457,1.041,0.081,206.008,16.0,22,R. Nissany,Trident,Spielberg,Qualifying Session,17:32:59,Round 1 ,2020-07-05,Unique
16,1:15.604,1.188,0.147,205.608,17.0,1,S. Gelael,DAMS,Spielberg,Qualifying Session,17:10:44,Round 1 ,2020-07-05,Unique
12,1:15.688,1.272,0.084,205.379,18.0,17,G. Alesi,BWT HWA RACELAB,Spielberg,Qualifying Session,17:32:29,Round 1 ,2020-07-05,Unique
13,1:15.703,1.287,0.015,205.339,19.0,10,G. Samaia,Campos Racing,Spielberg,Qualifying Session,17:32:43,Round 1 ,2020-07-05,Unique
15,1:15.746,1.330,0.043,205.222,20.0,16,A. Markelov,BWT HWA RACELAB,Spielberg,Qualifying Session,17:11:00,Round 1 ,2020-07-05,Unique
15,1:15.897,1.481,0.151,204.814,21.0,14,N. Matsushita,MP Motorsport,Spielberg,Qualifying Session,17:32:32,Round 1 ,2020-07-05,Unique
12,1:16.011,1.595,0.114,204.507,22.0,23,M. Sato,Trident,Spielberg,Qualifying Session,17:08:55,Round 1 ,2020-07-05,Unique
12,1:39.527,-,-,213.083,1.0,15,F. Drugovich,MP Motorsport,Silverstone,Qualifying Session,17:25:01,Round 4 ,2020-08-02,Unique
12,1:39.666,0.139,0.139,212.786,2.0,4,C. Ilott,UNI-Virtuosi,Silverstone,Qualifying Session,17:25:21,Round 4 ,2020-08-02,Unique
11,1:39.761,0.234,0.095,212.584,3.0,20,M. Schumacher,PREMA Racing,Silverstone,Qualifying Session,17:27:59,Round 4 ,2020-08-02,Unique
12,1:39.846,0.319,0.085,212.403,4.0,6,C. Lundgaard,ART Grand Prix,Silverstone,Qualifying Session,17:29:03,Round 4 ,2020-08-02,Unique
11,1:39.963,0.436,0.117,212.154,5.0,24,N. Mazepin,Hitech Grand Prix,Silverstone,Qualifying Session,17:25:43,Round 4 ,2020-08-02,Unique
11,1:40.082,0.555,0.119,211.902,6.0,9,J. Aitken,Campos Racing,Silverstone,Qualifying Session,17:28:51,Round 4 ,2020-08-02,Unique
12,1:40.140,0.613,0.058,211.779,7.0,8,J. Daruvala,Carlin,Silverstone,Qualifying Session,17:10:17,Round 4 ,2020-08-02,Unique
12,1:40.180,0.653,0.040,211.694,8.0,3,G. Zhou,UNI-Virtuosi,Silverstone,Qualifying Session,17:29:26,Round 4 ,2020-08-02,Unique
12,1:40.216,0.689,0.036,211.618,9.0,7,Y. Tsunoda,Carlin,Silverstone,Qualifying Session,17:05:54,Round 4 ,2020-08-02,Unique
13,1:40.324,0.797,0.108,211.391,10.0,11,L. Delétraz,Charouz Racing System,Silverstone,Qualifying Session,17:24:47,Round 4 ,2020-08-02,Unique
12,1:40.347,0.820,0.023,211.342,11.0,14,N. Matsushita,MP Motorsport,Silverstone,Qualifying Session,17:29:01,Round 4 ,2020-08-02,Unique
12,1:40.396,0.869,0.049,211.239,12.0,2,D. Ticktum,DAMS,Silverstone,Qualifying Session,17:25:12,Round 4 ,2020-08-02,Unique
12,1:40.421,0.894,0.025,211.186,13.0,25,L. Ghiotto,Hitech Grand Prix,Silverstone,Qualifying Session,17:25:47,Round 4 ,2020-08-02,Unique
13,1:40.443,0.916,0.022,211.14,14.0,12,P. Piquet,Charouz Racing System,Silverstone,Qualifying Session,17:25:19,Round 4 ,2020-08-02,Unique
11,1:40.448,0.921,0.005,211.13,15.0,5,M. Armstrong,ART Grand Prix,Silverstone,Qualifying Session,17:25:25,Round 4 ,2020-08-02,Unique
11,1:40.476,0.949,0.028,211.071,16.0,1,S. Gelael,DAMS,Silverstone,Qualifying Session,17:28:34,Round 4 ,2020-08-02,Unique
12,1:40.958,1.431,0.482,210.063,17.0,23,M. Sato,Trident,Silverstone,Qualifying Session,17:29:35,Round 4 ,2020-08-02,Unique
12,1:41.047,1.520,0.089,209.878,18.0,21,R. Shwartzman,PREMA Racing,Silverstone,Qualifying Session,17:27:55,Round 4 ,2020-08-02,Unique
12,1:41.052,1.525,0.005,209.868,19.0,22,R. Nissany,Trident,Silverstone,Qualifying Session,17:28:41,Round 4 ,2020-08-02,Unique
12,1:41.274,1.747,0.222,209.408,20.0,17,G. Alesi,BWT HWA RACELAB,Silverstone,Qualifying Session,17:29:29,Round 4 ,2020-08-02,Unique
12,1:41.342,1.815,0.068,209.267,21.0,16,A. Markelov,BWT HWA RACELAB,Silverstone,Qualifying Session,17:29:44,Round 4 ,2020-08-02,Unique
11,1:42.204,2.677,0.862,207.502,22.0,10,G. Samaia,Campos Racing,Silverstone,Qualifying Session,17:10:36,Round 4 ,2020-08-02,Unique
11,1:50.767,-,-,142.385,1.0,4,C. Ilott,UNI-Virtuosi,Budapest,Qualifying Session,17:25:02,Round 3 ,2020-07-19,Unique
10,1:51.075,0.308,0.308,141.99,2.0,25,L. Ghiotto,Hitech Grand Prix,Budapest,Qualifying Session,17:22:32,Round 3 ,2020-07-19,Unique
10,1:51.290,0.523,0.215,141.716,3.0,3,G. Zhou,UNI-Virtuosi,Budapest,Qualifying Session,17:25:14,Round 3 ,2020-07-19,Unique
10,1:51.379,0.612,0.089,141.602,4.0,2,D. Ticktum,DAMS,Budapest,Qualifying Session,17:22:59,Round 3 ,2020-07-19,Unique
9,1:51.584,0.817,0.205,141.342,5.0,20,M. Schumacher,PREMA Racing,Budapest,Qualifying Session,17:20:23,Round 3 ,2020-07-19,Unique
10,1:51.729,0.962,0.145,141.159,6.0,6,C. Lundgaard,ART Grand Prix,Budapest,Qualifying Session,17:19:21,Round 3 ,2020-07-19,Unique
10,1:51.962,1.195,0.233,140.865,7.0,5,M. Armstrong,ART Grand Prix,Budapest,Qualifying Session,17:20:31,Round 3 ,2020-07-19,Unique
10,1:52.496,1.729,0.534,140.196,8.0,9,J. Aitken,Campos Racing,Budapest,Qualifying Session,17:19:12,Round 3 ,2020-07-19,Unique
10,1:52.500,1.733,0.004,140.192,9.0,1,S. Gelael,DAMS,Budapest,Qualifying Session,17:22:56,Round 3 ,2020-07-19,Unique
9,1:52.567,1.800,0.067,140.108,10.0,17,G. Alesi,BWT HWA RACELAB,Budapest,Qualifying Session,17:21:36,Round 3 ,2020-07-19,Unique
9,1:52.715,1.948,0.148,139.924,11.0,21,R. Shwartzman,PREMA Racing,Budapest,Qualifying Session,17:19:03,Round 3 ,2020-07-19,Unique
10,1:52.729,1.962,0.014,139.907,12.0,11,L. Delétraz,Charouz Racing System,Budapest,Qualifying Session,17:20:38,Round 3 ,2020-07-19,Unique
9,1:52.870,2.103,0.141,139.732,13.0,12,P. Piquet,Charouz Racing System,Budapest,Qualifying Session,17:21:32,Round 3 ,2020-07-19,Unique
9,1:53.215,2.448,0.345,139.306,14.0,7,Y. Tsunoda,Carlin,Budapest,Qualifying Session,17:17:08,Round 3 ,2020-07-19,Unique
10,1:53.288,2.521,0.073,139.216,15.0,8,J. Daruvala,Carlin,Budapest,Qualifying Session,17:21:22,Round 3 ,2020-07-19,Unique
9,1:53.462,2.695,0.174,139.003,16.0,24,N. Mazepin,Hitech Grand Prix,Budapest,Qualifying Session,17:17:02,Round 3 ,2020-07-19,Unique
9,1:53.569,2.802,0.107,138.872,17.0,16,A. Markelov,BWT HWA RACELAB,Budapest,Qualifying Session,17:23:42,Round 3 ,2020-07-19,Unique
10,1:53.583,2.816,0.014,138.855,18.0,15,F. Drugovich,MP Motorsport,Budapest,Qualifying Session,17:17:50,Round 3 ,2020-07-19,Unique
9,1:55.869,5.102,1.133,136.115,19.0,14,N. Matsushita,MP Motorsport,Budapest,Qualifying Session,17:17:42,Round 3 ,2020-07-19,Unique
11,1:53.658,2.891,0.075,138.763,20.0,23,M. Sato,Trident,Budapest,Qualifying Session,17:16:57,Round 3 ,2020-07-19,Unique
10,1:54.736,3.969,1.078,137.459,21.0,22,R. Nissany,Trident,Budapest,Qualifying Session,17:24:11,Round 3 ,2020-07-19,Unique
10,1:57.593,-,-,214.42,1.0,7,Y. Tsunoda,Carlin,Spa-Francorchamps,Qualifying Session,17:40:51,Round 7 ,2020-08-30,Unique
10,1:57.721,0.128,0.128,214.187,2.0,24,N. Mazepin,Hitech Grand Prix,Spa-Francorchamps,Qualifying Session,17:40:33,Round 7 ,2020-08-30,Unique
10,1:57.844,0.251,0.123,213.964,3.0,14,N. Matsushita,MP Motorsport,Spa-Francorchamps,Qualifying Session,17:41:17,Round 7 ,2020-08-30,Unique
10,1:57.861,0.268,0.017,213.933,4.0,21,R. Shwartzman,PREMA Racing,Spa-Francorchamps,Qualifying Session,17:40:48,Round 7 ,2020-08-30,Unique
9,1:58.014,0.421,0.153,213.656,5.0,15,F. Drugovich,MP Motorsport,Spa-Francorchamps,Qualifying Session,17:41:14,Round 7 ,2020-08-30,Unique
10,1:58.022,0.429,0.008,213.641,6.0,3,G. Zhou,UNI-Virtuosi,Spa-Francorchamps,Qualifying Session,17:41:03,Round 7 ,2020-08-30,Unique
10,1:58.076,0.483,0.054,213.543,7.0,20,M. Schumacher,PREMA Racing,Spa-Francorchamps,Qualifying Session,17:40:54,Round 7 ,2020-08-30,Unique
10,1:58.080,0.487,0.004,213.536,8.0,11,L. Delétraz,Charouz Racing System,Spa-Francorchamps,Qualifying Session,17:40:36,Round 7 ,2020-08-30,Unique
10,1:58.137,0.544,0.057,213.433,9.0,8,J. Daruvala,Carlin,Spa-Francorchamps,Qualifying Session,17:41:24,Round 7 ,2020-08-30,Unique
10,1:58.168,0.575,0.031,213.377,10.0,25,L. Ghiotto,Hitech Grand Prix,Spa-Francorchamps,Qualifying Session,17:40:46,Round 7 ,2020-08-30,Unique
10,1:58.194,0.601,0.026,213.33,11.0,12,P. Piquet,Charouz Racing System,Spa-Francorchamps,Qualifying Session,17:41:01,Round 7 ,2020-08-30,Unique
10,1:58.259,0.666,0.065,213.213,12.0,4,C. Ilott,UNI-Virtuosi,Spa-Francorchamps,Qualifying Session,17:41:06,Round 7 ,2020-08-30,Unique
10,1:58.318,0.725,0.059,213.107,13.0,5,M. Armstrong,ART Grand Prix,Spa-Francorchamps,Qualifying Session,17:40:38,Round 7 ,2020-08-30,Unique
11,1:58.391,0.798,0.073,212.975,14.0,2,D. Ticktum,DAMS,Spa-Francorchamps,Qualifying Session,17:40:26,Round 7 ,2020-08-30,Unique
10,1:58.578,0.985,0.187,212.639,15.0,22,R. Nissany,Trident,Spa-Francorchamps,Qualifying Session,17:40:31,Round 7 ,2020-08-30,Unique
10,1:58.959,1.366,0.381,211.958,16.0,23,M. Sato,Trident,Spa-Francorchamps,Qualifying Session,17:07:29,Round 7 ,2020-08-30,Unique
8,1:59.007,1.414,0.048,211.873,17.0,9,J. Aitken,Campos Racing,Spa-Francorchamps,Qualifying Session,17:37:35,Round 7 ,2020-08-30,Unique
11,1:59.079,1.486,0.072,211.745,18.0,6,C. Lundgaard,ART Grand Prix,Spa-Francorchamps,Qualifying Session,17:27:33,Round 7 ,2020-08-30,Unique
10,1:59.207,1.614,0.128,211.517,19.0,16,A. Markelov,BWT HWA RACELAB,Spa-Francorchamps,Qualifying Session,17:27:52,Round 7 ,2020-08-30,Unique
5,2:02.991,5.398,3.784,205.01,20.0,17,G. Alesi,BWT HWA RACELAB,Spa-Francorchamps,Qualifying Session,17:30:57,Round 7 ,2020-08-30,Unique
10,1:31.929,-,-,226.857,1.0,4,C. Ilott,UNI-Virtuosi,Monza,Qualifying Session,17:25:12,Round 8 ,2020-09-06,Unique
11,1:31.959,0.030,0.030,226.783,2.0,7,Y. Tsunoda,Carlin,Monza,Qualifying Session,17:24:45,Round 8 ,2020-09-06,Unique
10,1:32.127,0.198,0.168,226.37,3.0,25,L. Ghiotto,Hitech Grand Prix,Monza,Qualifying Session,17:24:54,Round 8 ,2020-09-06,Unique
11,1:32.200,0.271,0.073,226.19,4.0,6,C. Lundgaard,ART Grand Prix,Monza,Qualifying Session,17:24:44,Round 8 ,2020-09-06,Unique
10,1:32.226,0.297,0.026,226.127,5.0,22,R. Nissany,Trident,Monza,Qualifying Session,17:24:47,Round 8 ,2020-09-06,Unique
11,1:32.267,0.338,0.041,226.026,6.0,24,N. Mazepin,Hitech Grand Prix,Monza,Qualifying Session,17:28:01,Round 8 ,2020-09-06,Unique
10,1:32.277,0.348,0.010,226.002,7.0,20,M. Schumacher,PREMA Racing,Monza,Qualifying Session,17:08:56,Round 8 ,2020-09-06,Unique
10,1:32.308,0.379,0.031,225.926,8.0,8,J. Daruvala,Carlin,Monza,Qualifying Session,17:25:05,Round 8 ,2020-09-06,Unique
10,1:32.342,0.413,0.034,225.843,9.0,11,L. Delétraz,Charouz Racing System,Monza,Qualifying Session,17:24:59,Round 8 ,2020-09-06,Unique
11,1:32.373,0.444,0.031,225.767,10.0,2,D. Ticktum,DAMS,Monza,Qualifying Session,17:10:04,Round 8 ,2020-09-06,Unique
10,1:32.381,0.452,0.008,225.747,11.0,1,J. Vips,DAMS,Monza,Qualifying Session,17:25:03,Round 8 ,2020-09-06,Unique
10,1:32.412,0.483,0.031,225.671,12.0,15,F. Drugovich,MP Motorsport,Monza,Qualifying Session,17:25:11,Round 8 ,2020-09-06,Unique
10,1:32.420,0.491,0.008,225.652,13.0,14,N. Matsushita,MP Motorsport,Monza,Qualifying Session,17:25:01,Round 8 ,2020-09-06,Unique
10,1:32.534,0.605,0.114,225.374,14.0,23,M. Sato,Trident,Monza,Qualifying Session,17:25:19,Round 8 ,2020-09-06,Unique
10,1:32.592,0.663,0.058,225.233,15.0,5,M. Armstrong,ART Grand Prix,Monza,Qualifying Session,17:24:52,Round 8 ,2020-09-06,Unique
10,1:32.597,0.668,0.005,225.221,16.0,21,R. Shwartzman,PREMA Racing,Monza,Qualifying Session,17:09:17,Round 8 ,2020-09-06,Unique
10,1:32.602,0.673,0.005,225.208,17.0,3,G. Zhou,UNI-Virtuosi,Monza,Qualifying Session,17:25:10,Round 8 ,2020-09-06,Unique
10,1:32.610,0.681,0.008,225.189,18.0,12,P. Piquet,Charouz Racing System,Monza,Qualifying Session,17:25:09,Round 8 ,2020-09-06,Unique
10,1:32.623,0.694,0.013,225.157,19.0,9,J. Aitken,Campos Racing,Monza,Qualifying Session,17:09:46,Round 8 ,2020-09-06,Unique
10,1:32.626,0.697,0.003,225.15,20.0,17,G. Alesi,BWT HWA RACELAB,Monza,Qualifying Session,17:09:22,Round 8 ,2020-09-06,Unique
10,1:33.311,1.382,0.685,223.497,21.0,16,A. Markelov,BWT HWA RACELAB,Monza,Qualifying Session,17:09:52,Round 8 ,2020-09-06,Unique
10,1:33.501,1.572,0.190,223.043,22.0,10,G. Samaia,Campos Racing,Monza,Qualifying Session,17:09:02,Round 8 ,2020-09-06,Unique
14,1:14.803,-,-,207.809,1.0,7,Y. Tsunoda,Carlin,Spielberg,Qualifying Session,17:08:40,Round 2 ,2020-07-12,Unique
14,1:14.841,0.038,0.038,207.704,2.0,3,G. Zhou,UNI-Virtuosi,Spielberg,Qualifying Session,17:29:12,Round 2 ,2020-07-12,Unique
14,1:14.888,0.085,0.047,207.573,3.0,4,C. Ilott,UNI-Virtuosi,Spielberg,Qualifying Session,17:29:03,Round 2 ,2020-07-12,Unique
14,1:14.974,0.171,0.086,207.335,4.0,25,L. Ghiotto,Hitech Grand Prix,Spielberg,Qualifying Session,17:09:14,Round 2 ,2020-07-12,Unique
14,1:14.976,0.173,0.002,207.33,5.0,9,J. Aitken,Campos Racing,Spielberg,Qualifying Session,17:28:40,Round 2 ,2020-07-12,Unique
13,1:14.978,0.175,0.002,207.324,6.0,21,R. Shwartzman,PREMA Racing,Spielberg,Qualifying Session,17:15:37,Round 2 ,2020-07-12,Unique
14,1:15.063,0.260,0.085,207.09,7.0,8,J. Daruvala,Carlin,Spielberg,Qualifying Session,17:28:29,Round 2 ,2020-07-12,Unique
14,1:15.099,0.296,0.036,206.99,8.0,6,C. Lundgaard,ART Grand Prix,Spielberg,Qualifying Session,17:25:45,Round 2 ,2020-07-12,Unique
13,1:15.141,0.338,0.042,206.875,9.0,20,M. Schumacher,PREMA Racing,Spielberg,Qualifying Session,17:29:09,Round 2 ,2020-07-12,Unique
14,1:15.189,0.386,0.048,206.743,10.0,15,F. Drugovich,MP Motorsport,Spielberg,Qualifying Session,17:28:50,Round 2 ,2020-07-12,Unique
14,1:15.230,0.427,0.041,206.63,11.0,23,M. Sato,Trident,Spielberg,Qualifying Session,17:09:10,Round 2 ,2020-07-12,Unique
14,1:15.265,0.462,0.035,206.534,12.0,5,M. Armstrong,ART Grand Prix,Spielberg,Qualifying Session,17:25:48,Round 2 ,2020-07-12,Unique
14,1:15.274,0.471,0.009,206.509,13.0,22,R. Nissany,Trident,Spielberg,Qualifying Session,17:08:56,Round 2 ,2020-07-12,Unique
14,1:15.304,0.501,0.030,206.427,14.0,14,N. Matsushita,MP Motorsport,Spielberg,Qualifying Session,17:28:42,Round 2 ,2020-07-12,Unique
14,1:15.305,0.502,0.001,206.424,15.0,2,D. Ticktum,DAMS,Spielberg,Qualifying Session,17:28:59,Round 2 ,2020-07-12,Unique
14,1:15.332,0.529,0.027,206.35,16.0,1,S. Gelael,DAMS,Spielberg,Qualifying Session,17:28:47,Round 2 ,2020-07-12,Unique
14,1:15.399,0.596,0.067,206.167,17.0,12,P. Piquet,Charouz Racing System,Spielberg,Qualifying Session,17:28:54,Round 2 ,2020-07-12,Unique
14,1:15.490,0.687,0.091,205.918,18.0,11,L. Delétraz,Charouz Racing System,Spielberg,Qualifying Session,17:09:00,Round 2 ,2020-07-12,Unique
14,1:15.528,0.725,0.038,205.815,19.0,24,N. Mazepin,Hitech Grand Prix,Spielberg,Qualifying Session,17:08:50,Round 2 ,2020-07-12,Unique
14,1:15.681,0.878,0.153,205.398,20.0,16,A. Markelov,BWT HWA RACELAB,Spielberg,Qualifying Session,17:28:04,Round 2 ,2020-07-12,Unique
14,1:15.721,0.918,0.040,205.29,21.0,17,G. Alesi,BWT HWA RACELAB,Spielberg,Qualifying Session,17:25:23,Round 2 ,2020-07-12,Unique
14,1:16.287,1.484,0.566,203.767,22.0,10,G. Samaia,Campos Racing,Spielberg,Qualifying Session,17:26:10,Round 2 ,2020-07-12,Unique
11,1:39.062,-,-,214.084,1.0,4,C. Ilott,UNI-Virtuosi,Silverstone,Qualifying Session,17:40:47,Round 5 ,2020-08-09,Unique
12,1:39.177,0.115,0.115,213.835,2.0,6,C. Lundgaard,ART Grand Prix,Silverstone,Qualifying Session,17:25:06,Round 5 ,2020-08-09,Unique
12,1:39.278,0.216,0.101,213.618,3.0,9,J. Aitken,Campos Racing,Silverstone,Qualifying Session,17:25:11,Round 5 ,2020-08-09,Unique
12,1:39.326,0.264,0.048,213.515,4.0,2,D. Ticktum,DAMS,Silverstone,Qualifying Session,17:40:01,Round 5 ,2020-08-09,Unique
11,1:39.362,0.300,0.036,213.437,5.0,25,L. Ghiotto,Hitech Grand Prix,Silverstone,Qualifying Session,17:25:39,Round 5 ,2020-08-09,Unique
12,1:39.394,0.332,0.032,213.369,6.0,3,G. Zhou,UNI-Virtuosi,Silverstone,Qualifying Session,17:40:59,Round 5 ,2020-08-09,Unique
11,1:39.410,0.348,0.016,213.334,7.0,24,N. Mazepin,Hitech Grand Prix,Silverstone,Qualifying Session,17:25:18,Round 5 ,2020-08-09,Unique
11,1:39.448,0.386,0.038,213.253,8.0,20,M. Schumacher,PREMA Racing,Silverstone,Qualifying Session,17:40:35,Round 5 ,2020-08-09,Unique
12,1:39.474,0.412,0.026,213.197,9.0,11,L. Delétraz,Charouz Racing System,Silverstone,Qualifying Session,17:39:57,Round 5 ,2020-08-09,Unique
12,1:39.494,0.432,0.020,213.154,10.0,7,Y. Tsunoda,Carlin,Silverstone,Qualifying Session,17:39:42,Round 5 ,2020-08-09,Unique
11,1:39.525,0.463,0.031,213.088,11.0,21,R. Shwartzman,PREMA Racing,Silverstone,Qualifying Session,17:40:51,Round 5 ,2020-08-09,Unique
12,1:39.526,0.464,0.001,213.086,12.0,15,F. Drugovich,MP Motorsport,Silverstone,Qualifying Session,17:25:49,Round 5 ,2020-08-09,Unique
11,1:39.621,0.559,0.095,212.882,13.0,12,P. Piquet,Charouz Racing System,Silverstone,Qualifying Session,17:25:42,Round 5 ,2020-08-09,Unique
11,1:39.679,0.617,0.058,212.758,14.0,23,M. Sato,Trident,Silverstone,Qualifying Session,17:40:54,Round 5 ,2020-08-09,Unique
10,1:39.783,0.721,0.104,212.537,15.0,1,S. Gelael,DAMS,Silverstone,Qualifying Session,17:39:54,Round 5 ,2020-08-09,Unique
12,1:39.790,0.728,0.007,212.522,16.0,8,J. Daruvala,Carlin,Silverstone,Qualifying Session,17:40:19,Round 5 ,2020-08-09,Unique
12,1:39.961,0.899,0.171,212.158,17.0,14,N. Matsushita,MP Motorsport,Silverstone,Qualifying Session,17:25:17,Round 5 ,2020-08-09,Unique
9,1:40.094,1.032,0.133,211.876,18.0,16,A. Markelov,BWT HWA RACELAB,Silverstone,Qualifying Session,17:35:06,Round 5 ,2020-08-09,Unique
12,1:40.299,1.237,0.205,211.443,19.0,5,M. Armstrong,ART Grand Prix,Silverstone,Qualifying Session,17:43:40,Round 5 ,2020-08-09,Unique
12,1:40.485,1.423,0.186,211.052,20.0,17,G. Alesi,BWT HWA RACELAB,Silverstone,Qualifying Session,17:25:30,Round 5 ,2020-08-09,Unique
12,1:40.615,1.553,0.130,210.779,21.0,22,R. Nissany,Trident,Silverstone,Qualifying Session,17:25:56,Round 5 ,2020-08-09,Unique
12,1:41.061,1.999,0.446,209.849,22.0,10,G. Samaia,Campos Racing,Silverstone,Qualifying Session,17:25:45,Round 5 ,2020-08-09,Unique
10,1:30.133,-,-,209.49,1.0,6,C. Lundgaard,ART Grand Prix,Mugello,Qualifying Session,17:24:15,Round 9 ,2020-09-13,Unique
12,1:30.138,0.005,0.005,209.478,2.0,2,D. Ticktum,DAMS,Mugello,Qualifying Session,17:24:34,Round 9 ,2020-09-13,Unique
