LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
37,1:02:14.874,-,-,166.607,1:34.511,10.0,1,11,F. Drugovich,MP Motorsport,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:20.504,5.630,5.630,166.356,1:34.231,7.0,2,3,J. Doohan,Virtuosi Racing,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:38.043,23.169,17.539,165.579,1:34.576,7.0,3,9,F. Vesti,ART Grand Prix,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:39.594,24.720,1.551,165.511,1:34.400,8.0,4,6,L. Sargeant,Carlin,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:39.934,25.060,0.340,165.496,1:34.823,31.0,5,12,C. Novalak,MP Motorsport,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:46.304,31.430,6.370,165.216,1:35.013,31.0,6,22,E. Fittipaldi,Charouz Racing System,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:47.073,32.199,0.769,165.182,1:34.890,33.0,7,7,M. Armstrong,Hitech Grand Prix,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:50.481,35.607,3.408,165.033,1:35.236,8.0,8,10,T. Pourchaire,ART Grand Prix,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:52.048,37.174,1.567,164.965,1:35.656,10.0,9,5,L. Lawson,Carlin,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:52.149,37.275,0.101,164.96,1:34.340,35.0,10,16,R. Nissany,DAMS,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:02:53.628,38.754,1.479,164.896,1:35.102,10.0,11,21,C. Williams,Trident,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:03:09.722,54.848,16.094,164.195,1:35.990,12.0,12,17,A. Iwasa,DAMS,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:03:09.923,55.049,0.201,164.187,1:34.960,37.0,13,1,D. Hauger,PREMA Racing,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:03:11.422,56.548,1.499,164.122,1:34.720,32.0,14,14,O. Caldwell,Campos Racing,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:03:14.501,59.627,3.079,163.988,1:35.697,19.0,15,25,A. Cordeel,Van Amersfoort Racing,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:03:18.227,63.353,3.726,163.828,1:35.203,9.0,16,24,J. Hughes,Van Amersfoort Racing,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:03:29.677,74.803,11.450,163.335,1:35.231,2.0,17,8,J. Vips,Hitech Grand Prix,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:03:34.936,80.062,5.259,163.11,1:34.552,31.0,18,20,R. Verschoor,Trident,Barcelona,Feature Race,,Round 4 ,2022-05-22
37,1:03:45.392,90.518,10.456,162.664,1:36.160,12.0,19,4,M. Sato,Virtuosi Racing,Barcelona,Feature Race,,Round 4 ,2022-05-22
