LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
40,55:44.500,14.101,0.365,185.779,1:17.638,22.0,1,6,L. Sargeant,Carlin,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:45.014,14.615,0.514,185.75,1:17.585,22.0,2,22,E. Fittipaldi,Charouz Racing System,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:46.118,15.719,1.104,185.689,1:17.868,18.0,3,15,R. Merhi,Campos Racing,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:50.499,20.100,4.381,185.446,1:17.801,20.0,4,1,D. Hauger,PREMA Racing,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:54.637,24.238,4.138,185.217,1:17.677,20.0,5,24,J. Hughes,Van Amersfoort Racing,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:56.652,26.253,2.015,185.106,1:17.929,22.0,6,14,O. Caldwell,Campos Racing,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:57.645,27.246,0.993,185.051,1:18.083,25.0,7,17,A. Iwasa,DAMS,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:58.372,27.973,0.727,185.011,1:18.022,27.0,8,8,J. Vips,Hitech Grand Prix,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:58.942,28.543,0.570,184.98,1:17.780,22.0,9,16,R. Nissany,DAMS,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,56:00.464,30.065,1.522,184.896,1:17.517,20.0,10,5,L. Lawson,Carlin,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,56:03.506,33.107,3.042,184.729,1:18.252,23.0,11,11,F. Drugovich,MP Motorsport,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,55:44.135,13.736,13.736,185.799,1:17.547,19.0,12,2,J. Daruvala,PREMA Racing,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,56:04.342,33.943,0.836,184.683,1:18.113,26.0,13,10,T. Pourchaire,ART Grand Prix,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,56:11.260,40.861,6.918,184.304,1:17.900,20.0,14,9,F. Vesti,ART Grand Prix,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,56:13.449,43.050,2.189,184.184,1:18.213,25.0,15,21,C. Williams,Trident,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,56:16.556,46.157,3.107,184.015,1:18.438,26.0,16,4,M. Sato,Virtuosi Racing,Spielberg,Feature Race,,Round 8 ,2022-07-10
40,56:43.106,72.707,26.550,182.579,1:18.237,19.0,17,12,C. Novalak,MP Motorsport,Spielberg,Feature Race,,Round 8 ,2022-07-10
39,55:39.467,1 LAP,1 LAP,181.404,1:16.650,28.0,18,25,A. Cordeel,Van Amersfoort Racing,Spielberg,Feature Race,,Round 8 ,2022-07-10
