LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
21,37:19.524,-,-,197.312,1:45.633,18.0,1,19,A. Hubert,BWT Arden,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:21.726,2.202,2.202,197.118,1:45.584,18.0,2,12,J. Correa,Sauber Junior Team by Charouz,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:23.744,4.220,2.018,196.941,1:45.590,18.0,3,7,G. Zhou,UNI-Virtuosi,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:25.655,6.131,1.911,196.773,1:45.578,21.0,4,15,J. Aitken,Campos Racing,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:27.312,7.788,1.657,196.628,1:45.297,18.0,5,5,S. Sette Câmara,DAMS,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:30.319,10.795,3.007,196.365,1:45.758,18.0,6,6,N. Latifi,DAMS,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:32.646,13.122,2.327,196.162,1:45.193,19.0,7,1,L. Delétraz,Carlin,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:34.931,15.407,2.285,195.964,1:45.708,20.0,8,11,C. Ilott,Sauber Junior Team by Charouz,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:35.724,16.200,0.793,195.895,1:44.702,18.0,9,2,N. Matsushita,Carlin,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:37.212,17.688,1.488,195.766,1:45.863,18.0,10,4,N. de Vries,ART Grand Prix,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:40.618,21.094,3.406,195.471,1:45.774,19.0,11,16,J. King,MP Motorsport,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:45.778,26.254,5.160,195.025,1:45.289,19.0,12,8,L. Ghiotto,UNI-Virtuosi,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:46.592,27.068,0.814,194.955,1:45.896,19.0,13,14,D. Boccolacci,Campos Racing,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:51.501,31.977,4.909,194.534,1:45.965,17.0,14,20,G. Alesi,Trident,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:53.125,33.601,1.624,194.395,1:45.843,17.0,15,21,R. Boschung,Trident,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:53.377,33.853,0.252,194.374,1:45.855,16.0,16,3,N. Mazepin,ART Grand Prix,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,37:53.955,34.431,0.578,194.324,1:45.670,19.0,17,10,S. Gelael,PREMA Racing,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
21,38:32.977,73.453,39.022,191.046,1:47.484,21.0,18,17,M. Raghunathan,MP Motorsport,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
18,32:51.508,DNF,-,192.133,1:47.736,13.0,19,18,T. Calderón,BWT Arden,Le Castellet,Sprint Race,,Round 5 ,2019-06-23
30,1:15:35.425,-,-,139.163,1:44.584,30.0,1,4,N. de Vries,ART Grand Prix,Le Castellet,Feature Race,,Round 5 ,2019-06-23
30,1:15:43.813,8.388,8.388,138.906,1:45.113,22.0,2,5,S. Sette Câmara,DAMS,Le Castellet,Feature Race,,Round 5 ,2019-06-23
