LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
23,43:15.992,-,-,172.276,1:46.545,2.0,1,21,R. Shwartzman,PREMA Racing,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:21.275,5.283,5.283,171.926,1:46.683,4.0,2,24,N. Mazepin,Hitech Grand Prix,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:22.464,6.472,1.189,171.847,1:45.114,10.0,3,11,L. Delétraz,Charouz Racing System,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:26.647,10.655,4.183,171.572,1:46.880,2.0,4,5,M. Armstrong,ART Grand Prix,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:31.125,15.133,4.478,171.277,1:47.335,10.0,5,3,G. Zhou,UNI-Virtuosi,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:34.556,18.564,3.431,171.053,1:47.308,4.0,6,6,C. Lundgaard,ART Grand Prix,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:36.733,20.741,2.177,170.91,1:47.179,10.0,7,20,M. Schumacher,PREMA Racing,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:39.502,23.510,2.769,170.73,1:47.209,10.0,8,15,F. Drugovich,MP Motorsport,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:41.344,25.352,1.842,170.61,1:48.049,4.0,9,22,R. Nissany,Trident,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:47.142,31.150,5.798,170.233,1:47.525,4.0,10,16,A. Markelov,BWT HWA RACELAB,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:47.840,31.848,0.698,170.188,1:48.375,3.0,11,23,M. Sato,Trident,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:55.816,39.824,7.976,169.673,1:46.875,11.0,12,2,D. Ticktum,DAMS,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,43:59.896,43.904,4.080,169.411,1:48.457,10.0,13,14,G. Alesi,MP Motorsport,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,44:00.419,44.427,0.523,169.377,1:46.850,11.0,14,1,S. Gelael,DAMS,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,44:05.140,49.148,4.721,169.075,1:46.140,10.0,15,7,Y. Tsunoda,Carlin,Sakhir,Sprint Race,,Round 11 ,2020-11-29
23,44:19.455,63.463,14.315,168.165,1:46.006,12.0,16,4,C. Ilott,UNI-Virtuosi,Sakhir,Sprint Race,,Round 11 ,2020-11-29
22,41:50.160,DNF,-,170.405,1:47.115,11.0,17,9,J. Aitken,Campos Racing,Sakhir,Sprint Race,,Round 11 ,2020-11-29
22,43:15.266,DNF,-,164.817,1:46.117,10.0,18,10,G. Samaia,Campos Racing,Sakhir,Sprint Race,,Round 11 ,2020-11-29
21,39:43.028,DNF,-,171.32,1:47.087,10.0,19,12,P. Piquet,Charouz Racing System,Sakhir,Sprint Race,,Round 11 ,2020-11-29
32,58:24.004,-,-,177.675,1:46.808,17.0,1,15,F. Drugovich,MP Motorsport,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,58:38.837,14.833,14.833,176.926,1:46.480,15.0,2,4,C. Ilott,UNI-Virtuosi,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,58:43.380,19.376,4.543,176.698,1:47.039,15.0,3,8,J. Daruvala,Carlin,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,58:44.274,20.270,0.894,176.653,1:47.001,21.0,4,20,M. Schumacher,PREMA Racing,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,58:52.297,28.293,8.023,176.252,1:47.269,20.0,5,24,N. Mazepin,Hitech Grand Prix,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,58:52.594,28.590,0.297,176.237,1:46.316,21.0,6,7,Y. Tsunoda,Carlin,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,58:55.365,31.361,2.771,176.099,1:47.720,4.0,7,5,M. Armstrong,ART Grand Prix,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:07.872,43.868,12.507,175.478,1:46.595,11.0,8,21,R. Shwartzman,PREMA Racing,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:10.963,46.959,3.091,175.326,1:47.501,14.0,9,2,D. Ticktum,DAMS,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:11.331,47.327,0.368,175.308,1:46.653,19.0,10,9,J. Aitken,Campos Racing,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:13.178,49.174,1.847,175.216,1:47.785,20.0,11,12,P. Piquet,Charouz Racing System,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:13.298,49.294,0.120,175.21,1:46.155,15.0,12,25,L. Ghiotto,Hitech Grand Prix,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:14.594,50.590,1.296,175.147,1:47.575,16.0,13,1,S. Gelael,DAMS,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:17.779,53.775,3.185,174.99,1:46.313,22.0,14,3,G. Zhou,UNI-Virtuosi,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:17.820,53.816,0.041,174.988,1:47.889,19.0,15,22,R. Nissany,Trident,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:19.961,55.957,2.141,174.883,1:47.284,19.0,16,11,L. Delétraz,Charouz Racing System,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:25.492,61.488,5.531,174.611,1:46.526,18.0,17,14,G. Alesi,MP Motorsport,Sakhir,Feature Race,,Round 11 ,2020-11-29
32,59:25.843,61.839,0.351,174.594,1:47.966,21.0,18,17,T. Pourchaire,BWT HWA RACELAB,Sakhir,Feature Race,,Round 11 ,2020-11-29
