LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
26,1:03:29.334,-,-,147.402,1:56.633,21.0,1,1,D. Hauger,PREMA Racing,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:29.826,0.492,0.492,147.383,1:56.720,20.0,2,6,L. Sargeant,Carlin,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:30.280,0.946,0.454,147.366,1:57.277,21.0,3,11,F. Drugovich,MP Motorsport,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:30.998,1.664,0.718,147.338,1:57.247,22.0,4,2,J. Daruvala,PREMA Racing,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:32.110,2.776,1.112,147.295,1:57.412,19.0,5,20,R. Verschoor,Trident,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:32.304,2.970,0.194,147.287,1:57.620,20.0,6,22,E. Fittipaldi,Charouz Racing System,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:32.483,3.149,0.179,147.281,1:56.857,20.0,7,9,F. Vesti,ART Grand Prix,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:34.125,4.791,1.642,147.217,1:58.156,20.0,8,4,M. Sato,Virtuosi Racing,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:34.245,4.911,0.120,147.212,1:58.729,19.0,9,15,R. Boschung,Campos Racing,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:34.597,5.263,0.352,147.199,1:58.534,20.0,10,24,J. Hughes,Van Amersfoort Racing,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:34.641,5.307,0.044,147.197,1:56.767,20.0,11,10,T. Pourchaire,ART Grand Prix,Baku,Feature Race,,Round 6 ,2022-06-12
26,1:03:35.349,6.015,0.708,147.17,1:57.086,18.0,12,7,M. Armstrong,Hitech Grand Prix,Baku,Feature Race,,Round 6 ,2022-06-12
