LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
21,38:28.325,-,-,191.431,1:48.996,13.0,1,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,38:37.973,9.648,9.648,190.634,1:49.404,6.0,2,20,L. Delétraz,Charouz Racing System,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,38:38.195,9.870,0.222,190.616,1:49.248,16.0,3,14,L. Ghiotto,Campos Vexatec Racing,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,38:45.003,16.678,6.808,190.058,1:49.506,15.0,4,21,A. Fuoco,Charouz Racing System,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,38:46.077,17.752,1.074,189.97,1:49.295,13.0,5,19,L. Norris,Carlin,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,38:48.730,20.405,2.653,189.753,1:49.484,13.0,6,18,S. Sette Câmara,Carlin,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,38:49.057,20.732,0.327,189.727,1:49.353,19.0,7,5,A. Albon,DAMS,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,38:52.770,24.445,3.713,189.425,1:49.742,5.0,8,6,N. Latifi,DAMS,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,39:04.051,35.726,11.281,188.513,1:50.271,12.0,9,17,S. Ferrucci,Trident,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,39:14.968,41.643,5.917,188.038,1:50.275,11.0,10,15,R. Nissany,Campos Vexatec Racing,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,39:17.814,49.489,7.846,187.413,1:50.608,10.0,11,11,M. Günther,BWT Arden,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,39:22.090,53.765,4.276,187.073,1:50.625,13.0,12,12,N. Fukuzumi,BWT Arden,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
21,39:27.335,59.010,5.245,186.659,1:50.398,6.0,13,16,A. Maini,Trident,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
20,38:21.424,DNF,-,182.866,1:48.759,13.0,14,1,A. Markelov,RUSSIAN TIME,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
20,38:52.763,1 LAP,31.339,180.41,1:48.489,19.0,15,9,R. Merhi,MP Motorsport,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
20,39:13.399,1 LAP,20.636,178.828,1:47.827,15.0,16,10,R. Boschung,MP Motorsport,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
19,39:15.225,2 LAPS,1 LAP,169.76,1:48.071,11.0,17,8,G. Russell,ART Grand Prix,Le Castellet,Sprint Race,,Round 5 ,2018-06-24
