LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
28,38:45.691,-,-,186.955,1:18.159,7.0,1,5,S. Sette Câmara,DAMS,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,38:46.254,0.563,0.563,186.91,1:18.476,3.0,2,8,L. Ghiotto,UNI-Virtuosi,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,38:51.227,5.536,4.973,186.511,1:18.159,3.0,3,4,N. de Vries,ART Grand Prix,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,38:51.472,5.781,0.245,186.491,1:18.722,4.0,4,9,M. Schumacher,PREMA Racing,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,38:51.960,6.269,0.488,186.452,1:18.597,28.0,5,2,N. Matsushita,Carlin,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,38:58.921,13.230,6.961,185.898,1:18.797,4.0,6,6,N. Latifi,DAMS,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,38:59.786,14.095,0.865,185.829,1:18.713,8.0,7,16,J. King,MP Motorsport,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:00.777,15.086,0.991,185.75,1:18.195,3.0,8,7,G. Zhou,UNI-Virtuosi,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:01.350,15.659,0.573,185.705,1:18.703,4.0,9,11,C. Ilott,Sauber Junior Team by Charouz,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:02.298,16.607,0.948,185.63,1:18.768,4.0,10,12,J. Correa,Sauber Junior Team by Charouz,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:03.981,18.290,1.683,185.496,1:18.665,6.0,11,3,N. Mazepin,ART Grand Prix,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:05.177,19.486,1.196,185.402,1:18.837,8.0,12,10,S. Gelael,PREMA Racing,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:06.827,21.136,1.650,185.271,1:19.440,7.0,13,18,T. Calderón,BWT Arden,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:07.985,22.294,1.158,185.18,1:18.932,7.0,14,17,P. O'Ward,MP Motorsport,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:08.547,22.856,0.562,185.136,1:19.097,9.0,15,14,A. Maini,Campos Racing,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:10.993,25.302,1.245,184.943,1:18.974,7.0,16,21,R. Tveter,Trident,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:09.748,24.057,1.201,185.041,1:18.829,4.0,17,19,A. Hubert,BWT Arden,Spielberg,Sprint Race,,Round 6 ,2019-06-30
28,39:21.228,35.537,10.235,184.141,1:18.844,3.0,18,15,J. Aitken,Campos Racing,Spielberg,Sprint Race,,Round 6 ,2019-06-30
40,53:32.606,-,-,193.406,1:18.735,30.0,1,2,N. Matsushita,Carlin,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,53:35.569,2.963,2.963,193.228,1:18.602,9.0,2,8,L. Ghiotto,UNI-Virtuosi,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,53:43.034,10.428,7.465,192.78,1:18.625,12.0,3,4,N. de Vries,ART Grand Prix,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,53:43.392,10.786,0.358,192.759,1:18.573,10.0,4,19,A. Hubert,BWT Arden,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,53:45.326,12.720,1.934,192.643,1:18.209,34.0,5,5,S. Sette Câmara,DAMS,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,53:48.120,15.514,2.794,192.476,1:18.468,15.0,6,7,G. Zhou,UNI-Virtuosi,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,53:49.147,16.541,1.027,192.415,1:18.833,14.0,7,1,L. Delétraz,Carlin,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,53:54.927,22.321,5.780,192.071,1:18.640,15.0,8,16,J. King,MP Motorsport,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,53:55.790,23.184,0.863,192.02,1:18.336,32.0,9,6,N. Latifi,DAMS,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,54:05.525,32.919,9.735,191.444,1:19.086,22.0,10,15,J. Aitken,Campos Racing,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,54:08.498,35.892,2.973,191.269,1:18.811,15.0,11,12,J. Correa,Sauber Junior Team by Charouz,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,54:08.594,35.988,0.096,191.263,1:18.938,38.0,12,3,N. Mazepin,ART Grand Prix,Spielberg,Feature Race,,Round 6 ,2019-06-30
40,54:12.496,39.890,3.902,191.034,1:18.608,13.0,13,20,G. Alesi,Trident,Spielberg,Feature Race,,Round 6 ,2019-06-30
