LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
38,1:25:22.484,-,-,113.697,1:24.879,29.0,1,11,F. Drugovich,MP Motorsport,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:24.889,2.405,2.405,113.643,1:25.064,30.0,2,20,R. Verschoor,Trident,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:26.129,3.645,1.240,113.616,1:24.995,34.0,3,17,A. Iwasa,DAMS,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:29.431,6.947,3.302,113.543,1:25.203,32.0,4,1,D. Hauger,PREMA Racing,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:30.471,7.987,1.040,113.52,1:25.200,37.0,5,22,E. Fittipaldi,Charouz Racing System,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:33.356,10.872,2.885,113.456,1:25.469,10.0,6,25,A. Cordeel,Van Amersfoort Racing,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:34.884,12.400,1.528,113.422,1:24.934,14.0,7,8,J. Vips,Hitech Grand Prix,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:37.093,14.609,1.413,113.373,1:25.510,29.0,8,14,O. Caldwell,Campos Racing,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:38.046,15.562,0.953,113.352,1:23.339,30.0,9,10,T. Pourchaire,ART Grand Prix,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:39.765,17.281,1.719,113.314,1:25.377,28.0,10,2,J. Daruvala,PREMA Racing,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:40.983,18.499,1.218,113.287,1:25.571,11.0,11,21,C. Williams,Trident,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:42.748,20.264,1.765,113.249,1:23.865,30.0,12,5,L. Lawson,Carlin,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:48.085,25.601,5.337,113.131,1:24.329,28.0,13,7,M. Armstrong,Hitech Grand Prix,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:51.869,29.385,2.241,113.048,1:23.078,31.0,14,9,F. Vesti,ART Grand Prix,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:26:13.123,50.639,21.254,112.584,1:24.648,29.0,15,15,R. Boschung,Campos Racing,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:35.680,13.196,0.796,113.404,1:25.044,15.0,16,24,D. Beckmann,Van Amersfoort Racing,Zandvoort,Feature Race,,Round 12 ,2022-09-04
38,1:25:49.628,27.144,1.543,113.097,1:24.314,38.0,17,16,R. Nissany,DAMS,Zandvoort,Feature Race,,Round 12 ,2022-09-04
29,43:42.549,-,-,169.461,1:26.338,5.0,1,7,M. Armstrong,Hitech Grand Prix,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
29,43:43.429,0.880,0.880,169.404,1:26.253,5.0,2,12,C. Novalak,MP Motorsport,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
29,43:44.539,1.990,1.110,169.332,1:26.293,3.0,3,1,D. Hauger,PREMA Racing,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
29,43:45.066,2.517,0.527,169.298,1:26.261,4.0,4,5,L. Lawson,Carlin,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
29,43:45.575,3.026,0.509,169.265,1:26.225,4.0,5,8,J. Vips,Hitech Grand Prix,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
29,43:45.867,3.318,0.292,169.246,1:26.287,5.0,6,17,A. Iwasa,DAMS,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
29,43:46.817,4.268,0.950,169.185,1:26.366,5.0,7,20,R. Verschoor,Trident,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
29,43:47.199,4.650,0.382,169.161,1:26.218,5.0,8,6,L. Sargeant,Carlin,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
29,43:47.389,4.840,0.190,169.148,1:25.987,18.0,9,3,J. Doohan,Virtuosi Racing,Zandvoort,Sprint Race,,Round 12 ,2022-09-04
