LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
26,41:55.669,-,-,173.017,1:33.870,6.0,1,15,F. Drugovich,MP Motorsport,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:05.205,9.536,9.536,172.363,1:33.950,6.0,2,25,L. Ghiotto,Hitech Grand Prix,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:06.625,10.956,1.420,172.267,1:34.303,4.0,3,20,M. Schumacher,PREMA Racing,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:10.593,14.924,3.968,171.996,1:34.686,5.0,4,7,Y. Tsunoda,Carlin,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:15.590,19.921,4.997,171.658,1:34.754,6.0,5,14,N. Matsushita,MP Motorsport,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:18.900,23.231,3.310,171.434,1:34.827,4.0,6,24,N. Mazepin,Hitech Grand Prix,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:20.197,24.528,1.297,171.346,1:34.980,5.0,7,12,P. Piquet,Charouz Racing System,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:25.387,29.718,5.190,170.997,1:34.189,5.0,8,4,C. Ilott,UNI-Virtuosi,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:27.642,31.973,2.255,170.845,1:34.761,4.0,9,11,L. Delétraz,Charouz Racing System,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:27.824,32.155,0.182,170.833,1:33.595,21.0,10,2,D. Ticktum,DAMS,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:29.865,34.196,2.041,170.697,1:34.867,4.0,11,6,C. Lundgaard,ART Grand Prix,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:30.491,34.822,0.626,170.655,1:35.344,6.0,12,22,R. Nissany,Trident,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:36.923,41.254,6.432,170.225,1:33.736,22.0,13,21,R. Shwartzman,PREMA Racing,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:37.665,41.996,0.742,170.176,1:33.450,24.0,14,3,G. Zhou,UNI-Virtuosi,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:39.082,43.413,1.417,170.082,1:35.283,4.0,15,5,M. Armstrong,ART Grand Prix,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:41.287,45.618,2.205,169.935,1:35.037,4.0,16,16,A. Markelov,BWT HWA RACELAB,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:41.888,46.219,0.601,169.895,1:35.333,4.0,17,8,J. Daruvala,Carlin,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:44.100,48.431,2.212,169.749,1:34.441,21.0,18,9,J. Aitken,Campos Racing,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,42:50.405,54.736,6.305,169.333,1:33.413,21.0,19,17,G. Alesi,BWT HWA RACELAB,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,43:04.751,69.082,14.346,168.393,1:35.425,4.0,20,10,G. Samaia,Campos Racing,Barcelona,Sprint Race,,Round 6 ,2020-08-16
26,43:10.336,74.667,5.585,168.03,1:35.350,4.0,21,23,M. Sato,Trident,Barcelona,Sprint Race,,Round 6 ,2020-08-16
35,1:02:14.783,-,-,156.923,1:32.902,35.0,1,14,N. Matsushita,MP Motorsport,Barcelona,Feature Race,,Round 6 ,2020-08-16
35,1:02:16.382,1.599,1.599,156.856,1:33.752,35.0,2,21,R. Shwartzman,PREMA Racing,Barcelona,Feature Race,,Round 6 ,2020-08-16
